"APPOINTED DATES & SESSIONS","DATE","TYPE","SITTINGS CONTENT","RESOLUTION/RESULT"
"第８屆第３會期","102/05/29","交通委員會","繼續併案審查：一、行政院函請審議「廣播電視壟斷防制與多元維護法草案」案；二、民進黨黨團擬具「反媒體壟斷法草案」案；三、委員楊麗環等22人擬具「跨媒體壟斷防制法草案」案。","30日繼續審查"
"第８屆第３會期","102/05/29","教育及文化委員會","一、國立故宮博物院函為102年度中央政府總預算決議，檢送「文物管理」原列1,293萬元凍結五分之一預算解凍專案報告，請安排報告案；二、國立故宮博物院函為102年度中央政府總預算決議，檢送「文物展覽」7,720萬2,000元凍結五分之一預算解凍專案報告，請安排報告案；三、國立故宮博物院函為102年度中央政府總預算決議，檢送「文物展覽」項下經費7,720萬2,000元凍結五分之一預算解凍專案報告，請安排報告案；四、國立故宮博物院函為102年度中央政府總預算決議，檢送「資訊管理」原列1億1,250萬1,000元減列400萬元後其餘凍結四分之一預算解凍專案報告，請安排報告案；五、國立故宮博物院函為102年度中央政府總預算決議，檢送「保存維護與文創行銷」738萬3,000元凍結五分之一預算解凍專案報告，請安排報告案；六、國立故宮博物院函為102年度中央政府總預算決議，檢送「安全系統管理維護」300萬元預算解凍專案報告，請安排報告案；七、國立故宮博物院函為102年度中央政府總預算決議，檢送辦理大故宮計畫總顧問費用預算解凍專案報告，請安排報告案；八、文化部函為102年度中央政府總預算決議，凍結該部及所屬「資訊軟硬體設備費」原列8,899萬1,000元之三分之一，俟向本院教育及文化委員會報告，經同意後始得動支乙案，請安排報告案；九、文化部函為102年度中央政府總預算決議，凍結第2目「綜合規劃業務」500萬元，俟向本院教育及文化委員會報告，經同意後始得動支乙案，請安排報告案；十、文化部函為102年度中央政府總預算決議，凍結第3目「文化資源業務」第3節「社區營造業務」中「業務費」500萬元，俟向本院教育及文化委員會報告，經同意後始得動支乙案，請安排報告案；十一、文化部函為102年度中央政府總預算決議，第6目「人文及出版業務」第1節「人文及文學發展業務」，原列1億9,938萬元，凍結五分之一，俟向本院教育及文化委員會報告後始得動支乙案，請安排報告案；十二、文化部函為102年度中央政府總預算決議，針對第8目「文化交流業務」中「國際文化交流推展」項下「文化全球佈點專案辦公室」計畫原列1,000萬元，凍結五分之一，俟向本院教育及文化委員會報告後始得動支乙案，請安排報告案；十三、文化部函為102年度中央政府總預算決議，凍結第8目「文化交流業務」中「兩岸文化交流推展」之「辦理兩岸文化前瞻論壇計畫」700萬元，俟就該論壇之標的、談判團隊之籌組與基本立場向本院教育及文化委員會報告後始得動支乙案，請安排報告案；十四、文化部函為102年度中央政府總預算決議，「文化交流業務」項下「兩岸文化交流推展」1億2,352萬6,000元與「兩岸交流事務推展」1,202萬7,000元，合計1億3,555萬3,000元，預算凍結五分之一，俟向本院教育及文化委員會報告後始得動支乙案，請安排報告案；十五、文化部函為102年度中央政府總預算決議，「文化交流業務」項下「兩岸文化交流推展」預算凍結五分之一，俟向本院教育及文化委員會報告後始得動支乙案，請安排報告案；十六、文化部函，為102年度中央政府總預算決議，第8目「文化交流業務」項下計畫「兩岸交流事務推展」編列1,202萬7,000元，凍結五分之一，俟向本院教育及文化委員會報告後始得動支乙案，請安排報告案。","除第七案另定期繼續處理外，餘均准予動支。"
"第８屆第３會期","102/05/29","教育及文化委員會","「國立故宮博物院102年度中央政府總預算決議事項－大故宮計畫總顧問費用預算動支案之專案報告」公聽會",""
"第８屆第３會期","102/05/29","黨團協商","民進黨黨團召集協商行政院「勞工安全衛生法修正草案」、委員林淑芬「勞工安全衛生法部分條文修正草案」、委員蔣乃辛「勞工安全衛生法第二十六條及第二十九條條文修正草案」、委員蘇震清「勞工安全衛生法第十八條條文修正草案」、委員蔣乃辛「勞工安全衛生法第四條條文修正草案」、委員吳育仁「勞工安全衛生法第十四條及第二十五條條文修正草案」、委員田秋堇「勞工安全衛生法修正草案」、委員李應元「勞工安全衛生法第二十七條條文修正草案」、委員蔣乃辛「勞工安全衛生法第二十條條文修正草案」、委員蔣乃辛「勞工安全衛生法第二十八條條文修正草案」及委員蔣乃辛「勞工安全衛生法增訂第十三條之一條文草案」等11案。","協商完畢"
"第８屆第３會期","102/05/28","院會","增訂水利法第九十三條之六條文","完成三讀"
"第８屆第３會期","102/05/28","院會","中華民國102年度中央政府總預算案（含附屬單位預算及綜計表─營業及非營業部分）","協商後處理"
"第８屆第３會期","102/05/28","院會","財團法人台灣金融研訓院、財團法人汽車交通事故特別補償基金、財團法人住宅地震保險基金、財團法人保險安定基金、財團法人證券投資人及期貨交易人保護中心、財團法人保險事業發展中心及財團法人金融消費評議中心102年度預算書案","完成三讀"
"第８屆第３會期","102/05/28","院會","保險法第一百四十六條之五條文修正草案","交黨團協商"
"第８屆第３會期","102/05/28","院會","中央政府石門水庫及其集水區整治計畫第2期特別決算審核報告（中華民國98至100年度）案","通過"
"第８屆第３會期","102/05/28","院會","偵查不公開作業辦法","退回"
"第８屆第３會期","102/05/27","內政委員會","一、繼續併案審查：(一)行政院函請審議「濕地法草案」案，(二)本院委員林淑芬等33人擬具「濕地保育法草案」案；二、審查本院親民黨黨團擬具「濕地保育法草案」案；三、審查本院委員邱文彥等26人擬具「濕地保育法草案」案；四、審查本院委員李俊俋等22人擬具「濕地法草案」案。","均審查完竣"
"第８屆第３會期","102/05/27","黨團協商","國民黨黨團召集併案審查一、委員林岱樺等23人擬具「中華民國刑法第一百八十五條條文修正草案」；二、行政院、司法院函請審議及委員趙天麟等20人、委員楊麗環等19人、委員丁守中等20人、委員李慶華等22人、委員江惠貞等20人、委員蔡其昌等19人、委員蔣乃辛等22人、委員黃文玲等24人、委員孫大千等17人、委員林明溱等18人、委員李昆澤等28人、委員鄭麗君等19人、委員黃偉哲等26人、委員劉建國等24人、委員盧嘉辰等16人、委員謝國樑等26人分別擬具「中華民國刑法第一百八十五條之三條文修正草案」；三、委員蔡其昌等21人、委員林佳龍等24人、委員江惠貞等18人、委員邱志偉等20人分別擬具「中華民國刑法第一百八十五條之四條文修正草案」及四、委員羅淑蕾等24人、委員黃昭順等31人、委員黃昭順等22人、本院親民黨黨團分別擬具「中華民國刑法第一百八十五條之三及第一百八十五條之四條文修正草案」等26案。","協商完畢"
"第８屆第３會期","102/05/27","教育及文化委員會","一、審查102年度中央政府總預算案附屬單位預算關於行政院原子能委員會主管核子事故緊急應變基金；二、繼續審查102年度中央政府總預算案附屬單位預算關於國立故宮博物院主管故宮文物藝術發展基金；三、教育部函為102年度中央政府總預算決議，檢送凍結「國外旅費」200萬元解凍專案報告，請安排報告案；四、教育部函為102年度中央政府總預算決議，檢送凍結「一般行政」中「人員維持」5億9,913萬元之四分之一解凍專案報告，請安排報告案；五、教育部函為102年度中央政府總預算決議，檢送凍結「派遣人力」預算五分之一解凍專案報告，請安排報告案；六、教育部函為102年度中央政府總預算決議，檢送凍結「一般行政－人員維持」中約聘僱人員待遇五分之一解凍專案報告，請安排報告案；七、教育部函為102年度中央政府總預算決議，凍結「一般行政」項下人員維持費之加班值班費4,277萬3,000元之五分之一，該部應取消借調軍訓教官加班費之發放，並向本院教育及文化委員會報告後始得動支乙案，請安排報告案；八、教育部函為102年度中央政府總預算決議，檢送「凍結『高等教育行政及督導』中強化人才培育及產學合作機制500萬元、推動大學評鑑制度3,500萬元、邁向頂尖大學計畫20億元」解凍專案報告，請安排報告案；九、教育部函為102年度中央政府總預算決議，檢送凍結第2目「高等教育」第1節「高等教育行政及督導」中「強化人才培育及產學合作機制」3,942萬1,000元解凍專案報告，請安排報告案；十、教育部函為102年度中央政府總預算決議，檢送凍結第2目「高等教育」第1節「高等教育行政及督導」中「改善教學研究環境及提升高等教育行政服務品質」解凍專案報告，請安排報告案；十一、教育部函為102年度中央政府總預算決議，檢送凍結「輔導改進技專校院之管理發展」預算1億4,657萬5,000元之五分之一解凍專案報告，請安排報告案；十二、教育部函為102年度中央政府總預算決議，檢送凍結「產學合作及技職教師研習」15億6,767萬4,000元五分之一解凍專案報告，請安排報告案；十三、教育部函為102年度中央政府總預算決議，檢送凍結「技職教育行政革新與國際交流及評鑑」解凍專案報告，請安排報告案；十四、教育部函為102年度中央政府總預算決議，檢送凍結「技術職業教育行政及督導－技術教育行政革新與國際交流及評鑑」補助技專校院改善基本設施及充實各項軟硬體經費解凍專案報告，請安排報告案；十五、教育部函為102年度中央政府總預算決議，檢送凍結「辦理技職教育宣導方案」2,500萬元五分之一解凍專案報告，請安排報告案；十六、教育部函為102年度中央政府總預算決議，檢送凍結「私立學校教學獎助」4億元解凍專案報告，請安排報告案；十七、教育部函為102年度中央政府總預算決議，檢送凍結「教師專業發展」下規劃及推動教師專業發展評鑑之解凍專案報告，請安排報告案；十八、教育部函為102年度中央政府總預算決議，檢送凍結「終身教育及行政督導」2,000萬元解凍專案報告，請安排報告案；十九、教育部函為102年度中央政府總預算決議，檢送凍結「辦理提升國內高齡教育專業素質活動」預算解凍專案報告，請安排報告案；二十、教育部函為102年度中央政府總預算決議，檢送凍結「一般教育推展」預算解凍專案報告，請安排報告案；二十一、教育部函為102年度中央政府總預算決議，檢送凍結「各項教育推展」第1節「一般教育推展」之「支應教育部與所屬機關（構）學校等辦理各項教育政策等相關業務及活動經費」5,500萬元之五分之一解凍專案報告，請安排報告案；二十二、教育部函為102年度中央政府總預算決議，檢送凍結「資訊與科技教育行政及督導」預算解凍專案報告，請安排報告案；二十三、教育部函為102年度中央政府總預算決議，檢送凍結「各項教育推展」第2節「資訊與科技教育行政及督導」項下「網路學習發展計畫」之3項經費解凍專案報告，請安排報告案；二十四、教育部函為102年度中央政府總預算決議，檢送凍結「辦理兩岸學術交流相關事務」1,873萬7,000元五分之一解凍專案報告，請安排報告案；二十五、教育部函為102年度中央政府總預算決議，檢送凍結「國民及學前教育行政及督導─國民中小學教育」2億元解凍專案報告，請安排報告案；二十六、教育部函為102年度中央政府總預算決議，檢送凍結「學前教育」之「推動幼托整合政策」經費解凍專案報告，請安排報告案；二十七、教育部函為102年度中央政府總預算決議，檢送凍結該部國民及學前教育署「國民及學前行政及督導」工作計畫項下「辦理國中教育會考等相關經費」解凍專案報告，請安排報告案；二十八、教育部函為102年度中央政府總預算決議，檢送凍結「國民及學前教育行政及督導－國民中小學教育－辦理國民中小學本土教育計畫」預算五分之一解凍專案報告，請安排報告案；二十九、教育部函為102年度中央政府總預算決議，檢送凍結該部體育署「學校體育」2,000萬元(含「辦理泳起來專案」)解凍報告，請安排報告案；三十、教育部函為102年度中央政府總預算決議，檢送凍結該部體育署「國家體育建設」中「推展競技運動」解凍專案報告，請安排報告案；三十一、教育部函為102年度中央政府總預算決議，檢送凍結該部體育署「國家體育建設」中「推展競技運動」預算五分之一解凍專案報告，請安排報告案；三十二、教育部函為102年度中央政府總預算決議，檢送凍結該部體育署「國家體育建設」中「推展國際體育」之「辦理2017台北世界大學運動會各項籌備工作」3,000萬元解凍專案報告，請安排報告案；三十三、教育部函為102年度中央政府總預算決議，檢送凍結該部體育署「國家體育建設」中「整建運動設施」之「2017臺北世界大學運動會場館設施興建工程」3,000萬元解凍專案報告，請安排報告案；三十四、教育部函為102年度中央政府總預算決議，檢送凍結「國家體育建設」中「推展國際體育」之「辦理2017臺北世界大學運動會各項籌備工作」預算五分之一解凍專案報告，請安排報告案；三十五、教育部函為102年度中央政府總預算決議，檢送凍結「國家體育建設」中「整體運動設施」之「補助2017台北世界大學運動會籌辦計畫設施興建工程」五分之一解凍專案報告，請安排報告案；三十六、教育部函為102年度中央政府總預算決議，檢送凍結教育部體育署「國家體育建設」中「推展全民運動」預算五分之一解凍專案報告，請安排報告案；三十七、教育部函為102年度中央政府總預算決議，檢送凍結該部體育署「國家體育建設」中「推廣全民運動」之「打造運動島」預算五分之一解凍專案報告，請安排報告案；三十八、教育部函為102年度中央政府總預算決議，檢送凍結該部體育署「打造運動島計畫」預算五分之一解凍專案報告，請安排報告案。","一及二均審查完竣；除八繼續凍結1億元外，餘均准予動支。"
