"APPOINTED DATES & SESSIONS","DATE","TYPE","SITTINGS CONTENT","RESOLUTION/RESULT"
"第６屆第２會期","94/12/13","院會","本院親民黨黨團，針對本院第6屆第2會期第4次會議議事日程所列報告事項第二案委員趙永清等35人擬具「環境教育法草案」、第十三案委員鄭運鵬等36人擬具「立法院職權行使法第七十一條條文修正草案」、第二十一案委員陳瑩等51人擬具「公職人員選舉罷免法部分條文修正草案」及第二十二案委員蕭美琴等42人擬具「入出國及移民署組織法草案」等四案之決定，提出復議，請公決案","另定期處理"
"第６屆第２會期","94/12/13","院會","本院民進黨黨團，針對大西洋鮪類資源保育委員會日前決議對我國2006年我國在大西洋大目鮪魚獲配額予以減少，並要求我國強化管理及增加延繩釣減船船數乙事；鑒於海洋資源乃為全人類之共同資源，為永續利用海洋資源，區域性漁業管理組織已採取相關管理措施，而我國為國際社會的一員，應當配合遵守國際漁業管理組織之管理規範，以避免國際社會對我國再度提出相關經貿制裁之要求；爰提案建請本院做成決議，以維護漁民生計，保障漁民合法權益","通過"
"第６屆第２會期","94/12/13","院會","行政院組織法修正草案併案審查案併案討論案","協商後處理"
"第６屆第２會期","94/12/13","院會","修正大學法全文","完成三讀"
"第６屆第２會期","94/12/13","院會","本院國民黨黨團，針對本院第6屆第2會期第7次會議議事日程所列報告事項第三十八案委員邱創進等40人擬具「地方制度法增訂第八十三條之一條文草案」之決定，提出復議，請公決案","另定期處理"
"第６屆第２會期","94/12/13","院會","通訊保障及監察法部分條文修正草案併案審查案","協商後處理"
"第６屆第２會期","94/12/13","院會","法院組織法第十二條及第六十六條條文修正草案審查案","協商後處理"
"第６屆第２會期","94/12/13","院會","本院委員江昭儀、王世堅、王幸男、王淑慧、莊碩漢、何敏豪、葉宜津等64人，針對最近沸沸揚揚的股市禿鷹案，造成社會大眾對金管會負面形象，由於此一重大弊案有證據指向人為弊端，讓特定集團獲取暴利，投資大眾損失慘重。值此陳水扁總統宣示六大改革之際，民進黨政府要以更高的道德標準來反省、除弊。基於釐清弊案權責，對社會應有交代之需要，爰此，建請成立「股市禿鷹案調閱委員會」，請公決 案","另定期處理"
"第６屆第２會期","94/12/13","院會","本院國民黨黨團，針對本院第6屆第1會期第9次會議議事日程所列報告事項第六十三案行政院函請審議「戶籍法第八條條文修正草案」之決定，提出復議，請公決案","另定期處理"
"第６屆第２會期","94/12/13","院會","本院國民黨黨團，針對本院第6屆第1會期第11次會議議事日程所列報告事項第七十五案行政院函請審議「國家教育研究院設置條例草案」、第七十六案行政院函請審議「國家農業研究院設置條例草案」及第七十七案行政院函請審議「國家運動訓練中心設置條例草案」等三案之決定，提出復議，請公決案","另定期處理"
"第６屆第２會期","94/12/13","院會","反侵略和平法草案審查案","協商後處理"
"第６屆第２會期","94/12/13","院會","菸酒稅法第二十二條及第二十三條條文修正草案併案審查案","協商後處理"
"第６屆第２會期","94/12/13","院會","廢止「蒙古盟部旗組織法」案審查案","協商後處理"
"第６屆第２會期","94/12/13","院會","工廠管理輔導法部分條文修正草案併案審查案","協商後處理"
"第６屆第２會期","94/12/13","院會","本院委員費鴻泰、卓伯源、盧秀燕、紀國棟、林滄敏、翁重鈞、張慶忠、楊瓊瓔、劉盛良、潘維剛、李顯榮、侯彩鳳、林益世、陳進丁、蔡錦隆、柯俊雄、廖婉汝、雷倩、邱毅、黃義交、吳清池、徐耀昌、羅志明、尹令瑛等99人，請財政部督促撤銷台灣中小企業銀行併購計畫並保有官股以輔導該行成為協助台灣中小企業提升競爭力及繁榮台灣經濟之專業銀行，請公決案","另定期處理"
"第６屆第２會期","94/12/13","院會","本院台聯黨團，針對本院第6屆第2會期第6次會議議事日程所列報告事項第十二案委員李鎮楠等32人擬具「促進產業升級條例增訂第九條之三條文草案」之決定，提出復議，請公決案","另定期處理"
"第６屆第２會期","94/12/13","院會","海峽兩岸和平促進法草案審查案","協商後處理"
"第６屆第２會期","94/12/12","全院各委員會聯席會","討論「中華民國95年度中央政府總預算案」總審查報告第9.10.11.12組部分","審查完竣"
"第６屆第２會期","94/12/09","院會","修正「公立學校教職員成績考核辦法」名稱為「公立高級中等以下學校教師成續考核辦法」及條文案","不予備查"
"第６屆第２會期","94/12/09","院會","修正「教師申訴評議委員會組織及評議準則」案","不予備查"
"第６屆第２會期","94/12/09","院會","修正「國民小學與國民中學班級編制及教職員員額編制標準」名稱為「國民小學與國民中學班級編制及教職員員額編制準則」及全文案","不予備查"
"第６屆第２會期","94/12/09","院會","適用海關進口稅則第2欄特定產品免關稅之低度開發國家認定準則及低度開發國家清單","照案通過"
"第６屆第２會期","94/12/09","院會","所得基本稅額條例草案","完成三讀"
"第６屆第２會期","94/12/09","院會","獎章條例修正草案審查案","經過二讀"
"第６屆第２會期","94/12/09","院會","修正師資培育法第二十一條條文","完成三讀"
"第６屆第２會期","94/12/09","院會","本院國民黨黨團，鑒於現行「性騷擾防治法」因未配合鄉鎮市調解條例之修正，而造成部分條文之規定無法確切落實立法本意，爰擬具「性騷擾防治法第十八條及第二十六條條文修正草案」，是否有當，敬請公決","交黨團協商"
"第６屆第２會期","94/12/09","院會","修正道路交通管理處罰條例第三條、第五條、第七條之二、第八條至第十條、第十二條至第十六條、第十八條、第二十條至第二十六條、第二十九條、第二十九條之二、第二十九條之三、第三十條、第三十一條、第三十二條、第三十三條、第三十五條至第三十八條、第四十條、第四十二條至第五十條、第五十三條至第五十五條、第五十七條至第六十三條、第六十五條至第六十七條、第六十九條、第七十一條至第七十四條、第七十六條、第七十八條、第八十條、第八十二條、第八十三條至第八十五條之一、第八十五之三、第九十條之二及第九十二條條文；增訂第三十一條之二、第三十二條之一、第六十七條之一及第九十條之三條文；並刪除第二十八條條文","完成三讀"
"第６屆第２會期","94/12/09","院會","老年農民福利津貼暫行條例第四條及第七條條文修正草案等案併案討論案","協商後處理"
"第６屆第２會期","94/12/09","院會","銀行法第四十一條及第四十七條之一條文修正草案併案審查案併案討論案","協商後處理"
"第６屆第２會期","94/12/08","全院各委員會聯席會","繼續審查中華民國95年度中央政府總預算案分組審查結果第5組至第8組部分","繼續審查"
"第６屆第２會期","94/12/07","全院各委員會聯席會","討論「中華民國95年度中央政府總預算案」審查總報告","繼續審查"
"第６屆第２會期","94/12/06","院會","道路交通管理處罰條例部分條文修正草案併案審查案","繼續審查"
"第６屆第２會期","94/12/06","院會","刪除行政程序法第四十四條及第四十五條條文","完成三讀"
"第６屆第２會期","94/12/06","院會","政府資訊公開法草案","完成三讀"
"第６屆第２會期","94/12/06","院會","交通部推動中華電信股份有限公司民營化釋股作業有關決議之研析結果案","交黨團協商"
"第６屆第２會期","94/12/06","院會","證券交易法部分條文修正草案審查案","交黨團協商"
"第６屆第２會期","94/12/06","院會","所得稅法增訂第十四條之一、第二十四條之一及第二十四條之二條文修正草案併案審查案","交黨團協商"
"第６屆第２會期","94/12/06","院會","修正所得稅法第十七條及第一百二十六條條文","完成三讀"
"第６屆第２會期","94/12/06","院會","國軍老舊眷村改建條例第二十一條之一及第二十二條條文修正草案審查案","交黨團協商"
"第６屆第２會期","94/12/06","院會","交通銀行條例","通過廢止"
"第６屆第２會期","94/12/06","院會","中國農民銀行條例","通過廢止"
"第６屆第２會期","94/12/06","院會","中國國際商業銀行條例","通過廢止"
"第６屆第２會期","94/12/06","院會","法醫師法草案","完成三讀"
"第６屆第２會期","94/12/06","院會","老年農民福利津貼暫行條例部分條文修正草案併案討論案","另定期處理"
"第６屆第２會期","94/12/06","院會","銀行法第四十一條及第四十七條之一條文修正草案併案討論案","另定期處理"
"第６屆第２會期","94/12/06","院會","本院委員蔣孝嚴、曾永權、卓伯源、潘維剛、黃義交、李慶安、蔡正元、丁守中等113人，鑒於民眾前往香港及澳門地區極為頻繁，然桃園以北及東部縣市民眾均趕往桃園中正國際機場搭機，路途遙遠至為不便。在中正機場捷運通車遙遙無期的情況下，建議儘速開放松山機場飛航港澳地區，俾於現階段直接便利上述地區民眾出境。特提出「開放松山機場飛航港澳地區方案」，請公決案","交黨團協商"
"第６屆第２會期","94/12/05","財政委員會","邀請財政部部長林全、賦稅署署長林吉昌、行政院主計處主計長許璋瑤、審計部審計長蘇振平、經濟部部長何美玥、行政院經濟建設委員會主任委員胡勝正、行政院金融監督管理委員會就「債臺高築、預算失衡、國家財政瀕臨破產—一次經發會之檢討」列席報告，並備質詢","報告及詢答完畢"
"第６屆第２會期","94/12/05","國防委員會","邀請國防部就「海軍光華六號專案」及「建國專案」執行狀況作專案報告，並備質詢（「建國專案」報告，採秘密會議方式進行）","報告及詢答完畢"
"第６屆第２會期","94/12/05","司法委員會","邀請法務部部長率同最高法院檢察署檢察總長、臺灣高等法院檢察署檢察長、調查局局長；國防部副部長、交通部常務次長、行政院公共工程委員會副主任委員就「國內重大採購弊案防制政策及相關案件偵辦進度」提出報告並備質詢","報告及詢答完畢"
"第６屆第２會期","94/12/05","預算及決算委員會","綜合整理並草擬「中華民國95年度中央政府總預算案審查總報告草案」","審查完竣"
"第６屆第２會期","94/11/29","院會","本院國民黨黨團針對第十一次院會討論事項第五案「法醫師法草案」院會所做二讀決議，提出復議。是否有當？敬請公決","另定期處理"
"第６屆第２會期","94/11/29","院會","對行政院院長施政報告，繼續質詢","詢答完畢"
"第６屆第２會期","94/11/28","財政委員會","一、審查行政院函請審議「適用海關進口稅則第2欄特定產品免關稅之低度開發國家認定準則及低度開發國家清單」案。二、繼續審查行政院函請審議「存款保險條例修正草案」","一、審查完竣；二、繼續審查"
"第６屆第２會期","94/11/28","司法委員會","邀請法務部部長率同最高法院檢察署檢察總長、臺灣高等法院檢察署檢察長就「妨害選舉案件偵辦進度」提出報告並備質詢","報告及詢答完畢"
"第６屆第２會期","94/11/28","內政及民族委員會","邀請內政部部長蘇嘉全、中央選舉委員會主任委員張政雄列席報告1.「換發新式身分證後，雙面封膠無法蓋用領票戳記，易生作票疑慮，應如何改正或採其他替代方案」；2.「如何導正行政部門利用電子媒體以置入性行銷方式為特定人士助選，使本次三合一選舉公正及公平」，並備質詢；另請行政院新聞局派業務主管以上人員列席備詢","報告及詢答完畢"
"第６屆第２會期","94/11/28","經濟及能源、財政兩委員會聯席會","審查行政院函請審議「商業會計法修正草案」案","繼續審查"
"第６屆第２會期","94/11/28","交通委員會","邀請交通部部長林陵三率同相關單位主管及所屬暨有關部會首長列席專案報告【交通部所屬各計畫工程採BOT專案方式進行之總檢討】，並備質詢","報告及詢答完畢"
"第６屆第２會期","94/11/25","院會","對行政院院長施政報告，繼續質詢","繼續質詢"
"第６屆第２會期","94/11/24","財政委員會","審查本院國民黨黨團擬具「所得稅法第十七條條文修正草案」案","繼續審查"
"第６屆第２會期","94/11/24","財政、預算及決算兩委員會聯席會","審查財政部函請安排專案報告「國營事業民營化後之事業單位，其公股代表董監事遴選辦法、決策機制、考核及解任辦法專案報告」案","審查完竣"
"第６屆第２會期","94/11/24","司法委員會","邀請法務部部長率同最高法院檢察署檢察總長、臺灣高等法院檢察署檢察長、臺灣高等法院臺中、臺南、高雄、花蓮分院檢察署檢察長、福建高等法院金門分院檢察署檢察長及調查局局長；內政部次長率同警政署署長就「三合一選舉查察賄選之規劃與執行」提出報告並備質詢","報告及詢答完畢"
"第６屆第２會期","94/11/24","經濟及能源委員會","審查本院委員張昌財等66人擬具「冷凍空調業管理條例部分條文修正草案」案","審查完竣"
"第６屆第２會期","94/11/24","教育及文化委員會","上午：邀請教育部杜部長正勝、國防部李部長傑、行政院文化建設委員會陳主任委員其南、行政院公共工程委員會郭主任委員瑤琪、國父紀念館張館長瑞濱、台北市文化局廖局長咸浩，就「中山樓招商委託經營」決策過程及計畫草案作專案報告，並備質詢。下午：一、審查教育部函修正「國民小學與國民中學班級編制及教職員員額編制標準」名稱為「國民小學與國民中學班級編制及教職員員額編制準則」及全文。二、審查教育部函送修正「教師申訴評議委員會組織及評議準則」。三、教育部函修正「公立學校教職員成績考核辦法」名稱為「公立高級中等以下學校教師成績考核辦法」及全文","﹙上午﹚擇期繼續詢答；﹙下午﹚均予退回，重新修正後，再送立法院備查"
"第６屆第２會期","94/11/24","法制、教育及文化兩委員會聯席會","一、併案審查委員王淑慧等41人擬具「學校教職員退休條例增訂第八條之一條文草案」及委員羅志明等44人擬具「學校教職員退休條例第二條條文修正草案」案；二、併案審查委員王淑慧等43人擬具「學校教職員撫卹條例第十七條條文修正草案」及委員羅志明等46人擬具「學校教職員撫卹條例第二條條文修正草案」案；三、審查委員王淑慧等42人擬具「教育人員任用條例部分條文修正草案」案","均審查完竣"
"第６屆第２會期","94/11/23","經濟及能源委員會","繼續併案審查無黨團結聯盟黨團擬具「再生能源發展條例草案」案、委員唐碧娥等42人擬具「再生能源發展條例草案」案、委員王塗發等97人擬具「再生能源發展條例草案」案、委員田秋堇等36人擬具「獎勵再生能源發展條例草案」案、委員郭俊銘等56人擬具「再生能源發展條例草案」案、委員羅世雄等44人擬具「再生能源發展條例草案」案及行政院函請審議「再生能源發展條例草案」案。","繼續審查"
"第６屆第２會期","94/11/23","內政及民族委員會","內政部部長蘇嘉全率同警政署署長謝銀黨及有關人員、中央選舉委員會主任委員張政雄報告「年底三合一大選查察賄選進度與成效」並備質詢；另請法務部派業務主管以上人員列席備詢","報告及詢答完畢"
"第６屆第２會期","94/11/23","教育及文化委員會","一、審查委員王淑慧等42人擬具「教師法增訂第十七條之一條文修正草案」案；二、審查委員管碧玲等34人擬具「教育基本法第八條及第十五條條文修正草案」案；三、審查委員彭添富等34人擬具「師資培育法部分條文修正草案」案","一、二、均繼續審查；三、審查完竣"
"第６屆第２會期","94/11/23","教育及文化、預算及決算兩委員會聯席會","處理教育部函送「發展國際一流大學及頂尖研究中心計畫」94年度100億元預算解凍報告案","另擇期繼續詢答"
"第６屆第２會期","94/11/23","交通委員會","邀請交通部部長林陵三率同相關單位主管及所屬列席專案報告「交通部所屬各計畫工程採BOT專案方式進行之總檢討」，並備質詢","另擇期繼續詢答"
"第６屆第２會期","94/11/23","財政委員會","繼續併案審查行政院函請審議「所得基本稅額條例草案」及本院委員賴士葆等43人擬具「所得基本稅額條例草案」","審查完竣"
"第６屆第２會期","94/11/23","法制、司法兩委員會聯席會","併案審查司法院函請審議「司法院組織法修正草案」、本院國民黨黨團擬具「司法院組織法修正草案」及委員黃偉哲等43人擬具「司法院組織法第八條條文修正草案」案","繼續審查"
"第６屆第２會期","94/11/23","科技及資訊委員會","併案審查「行政院函請審議『濫發商業電子郵件管理條例草案』、馮委員定國等36人擬具『電子廣告信件管理條例草案』及林委員國慶等35人擬具『濫發商業電子訊息管理法草案』」案","繼續審查"
"第６屆第２會期","94/11/23","國防委員會","審查委員趙良燕等63人擬具「國軍老舊眷村改建條例增訂第十八條之一條文修正草案」案","審查完竣"
"第６屆第２會期","94/11/23","司法委員會","併案審查委員葉宜津等34人擬具民法繼承編部分條文修正草案、委員黃健庭等41人擬具民法第一千一百四十五條條文修正草案、委員王幸男等31人擬具民法繼承編部分條文修正草案等案","繼續審查"
"第６屆第２會期","94/11/22","院會","修正志願士兵服役條例第三條、第四條、第六條及第八條條文；增訂第三條之一、第五條之一條文；並刪除第十三條條文","完成三讀"
"第６屆第２會期","94/11/22","院會","修正兵役法第四十七條及第四十八條條文","完成三讀"
"第６屆第２會期","94/11/22","院會","修正地方制度法第五十六條條文","完成三讀"
"第６屆第２會期","94/11/22","院會","軍人婚姻條例","通過廢止"
"第６屆第２會期","94/11/22","院會","法醫師法草案審查案","經過二讀"
"第６屆第２會期","94/11/22","院會","專門職業及技術人員轉任公務人員條例","完成三讀"
"第６屆第２會期","94/11/22","院會","修正道路交通管理處罰條例第六十八條條文","完成三讀"
"第６屆第２會期","94/11/22","院會","修正期貨交易條例第一條及第二條條文","完成三讀"
"第６屆第２會期","94/11/22","院會","銀行法第四十八條條文修正草案審查案","交黨團協商"
"第６屆第２會期","94/11/22","院會","修正公職人員選舉罷免法第八十九條、第九十條之一、第九十一條及第九十一條之一；並增訂第九十條之二條文","完成三讀"
"第６屆第２會期","94/11/21","經濟及能源、預算及決算兩委員會聯席會","﹙上午﹚一、審查95年度中央政府總預算案附屬單位預算及綜計表（非營業部分），關於行政院主管（行政院國家發展基金－中美經濟社會發展基金分基金）部分。二、繼續審查農業特別收入基金—農業發展基金，關於翁重鈞委員等7人暫保留提案；﹙下午﹚繼續審查95年度中央政府總預算案，關於行政院農業委員會主管收支部分","均審查完竣"
"第６屆第２會期","94/11/21","預算及決算委員會","邀請交通部部長報告「交通部及所屬（含營業與非營業基金）投資之事業、捐助之財團法人94年1至10月經營績效」並備詢","報告及詢答完畢"
"第６屆第２會期","94/11/21","科技及資訊委員會","一、邀請行政院科技顧問組副召集人、中央研究院副院長、行政院農業委員會主任委員率動植物防疫檢疫局局長、行政院衛生署署長率疾病管制局局長、財團法人國家衛生研究院院長、財團法人工業技術研究院院長、財團法人製藥工業技術發展中心總經理等就「禽流感國家因應策略、克流感製造及疫苗研發研究發展計畫」進行專案報告，並備質詢；二、邀請經濟部次長、財政部次長、財團法人資訊工業策進會執行長就「網路拍賣課稅相關措施」進行專案報告，並備質詢","均報告及詢答完畢"
"第６屆第２會期","94/11/21","教育及文化委員會","一、邀請行政院新聞局局長列席報告財團法人廣播電視事業發展基金業務概況，並備質詢；二、審查委員洪秀柱等36人擬具「廣播電視法刪除第十四條之一條文草案」案","一、報告及詢答完畢；二、審查完竣"
"第６屆第２會期","94/11/21","內政及民族委員會","行政院大陸委員會主任委員吳釗燮報告「近期美中互動對兩岸關係之影響」，並備質詢","另擇期繼續詢答"
"第６屆第２會期","94/11/21","財政、預算及決算兩委員會聯席會","審查95年度中央政府總預算案附屬單位預算及綜計表（非營業部分）第6組有關「一、金融監督管理基金。二、行政院金融重建基金。三、保險業務發展基金。四、非營業基金未審完部分（1、行政院公營事業民營化基金。2、地方建設基金。3、行政院國家發展基金-開發基金分基金）」","審查完竣"
"第６屆第２會期","94/11/21","法制委員會","（上午）審查行政院函請審議「總統副總統待遇支給條例草案」案；﹙下午）審查本院台聯黨團擬具「行政法人法草案」案","均繼續審查"
"第６屆第２會期","94/11/21","司法委員會","併案審查委員賴清德等36人擬具中華民國刑法第六十二條條文修正草案、委員劉文雄等36人擬具中華民國刑法增訂第一百四十四條之一條文草案、委員劉文雄等33人擬具中華民國刑法第二百八十四條條文修正草案、委員賴清德等41人擬具中華民國刑法部分條文修正草案、委員廖本煙等34人擬具中華民國刑法第三百四十七條及第三百四十八條條文修正草案、委員丁守中等49人擬具中華民國刑法第十條、第七十七條及第一百三十五條條文修正草案、民進黨黨團擬具中華民國刑法第一百四十三條及第一百四十四條條文修正草案、委員羅志明等37人擬具中華民國刑法第一百三十七條條文修正草案、委員孫大千等44人擬具中華民國刑法第一百八十五條之四條文修正草案、委員李復興等42人擬具中華民國刑法第一百八十五條之三條文修正草案、委員吳志揚等34人擬具中華民國刑法第一百八十八條條文修正草案等案","繼續審查"
"第６屆第２會期","94/11/21","國防、預算及決算兩委員會聯席會","審查院會交付：行政院函送財團法人國防工業發展基金會93年度工作成果及收支決算、94年度工作方針及收支預算﹙採報告秘密、答詢公開方式進行﹚","審查完竣"
"第６屆第２會期","94/11/21","交通、預算及決算兩委員會聯席會","審查第9組中華民國95年度中央政府總預算案附屬單位預算及綜計表非營業部分：處理未審查完竣部分","審查完竣"
"第６屆第２會期","94/11/18","院會","對行政院院長施政報告，繼續質詢","繼續質詢"
"第６屆第２會期","94/11/17","外交及僑務委員會","駐俄羅斯代表陳榮傑專題報告「我國與俄羅斯雙邊關係」並備詢","報告及詢答完畢"
"第６屆第２會期","94/11/17","財政委員會","邀請兼任行政院消費者保護委員會主任委員吳榮義、行政院金融監督管理委員會主任委員龔照勝、行政院經濟建設委員會主任委員胡勝正及財政部部長林全各率同相關單位主管及官股佔百分之二十以上銀行董事長、總經理就「從信用卡、現金卡逾放及卡債處理問題，看二次金改目標」列席報告，並備質詢","報告及詢答完畢"
"第６屆第２會期","94/11/17","科技及資訊、預算及決算兩委員會聯席會","審查95年度中央政府總預算案附屬單位預算及綜計表（營業部分及非營業部分）第3組關於行政院原子能委員會主管核子事故緊急應變基金部分","審查完竣"
"第６屆第２會期","94/11/17","司法委員會","邀請法務部部長率同最高法院檢察署檢察總長、臺灣高等法院檢察署檢察長、調查局局長；內政部警政署業務主管就「偵查不公開制度與檢調偵辦案件遲緩之檢討」提出報告並備質詢","報告及詢答完畢"
"第６屆第２會期","94/11/17","衛生環境及社會福利、預算及決算兩委員會聯席會","繼續審查中華民國95年度中央政府總預算案關於行政院勞工委員會主管﹙勞工委員會、職業訓練局及所屬、勞工安全衛生研究所﹚收支部分","審查完竣"
"第６屆第２會期","94/11/17","內政及民族、預算及決算兩委員會聯席會","繼續審查95年度中央政府總預算案關於行政院主管收支部分","審查完竣"
"第６屆第２會期","94/11/17","經濟及能源、預算及決算兩委員會聯席會","審查95年度中央政府總預算案附屬單位預算及綜計表（非營業部分）關於經濟部主管（經濟作業基金、經濟特別收入基金及核能發電後端營運基金）部分","審查完竣"
"第６屆第２會期","94/11/17","法制、內政及民族、預算及決算三委員會聯席會","繼續併案審查行政院函請審議「行政院組織法修正草案」、本院台聯黨團擬具「行政院組織法修正草案」、本院國民黨黨團擬具「行政院組織法修正草案」、委員呂學樟等39人擬具「行政院組織法修正草案」及委員張顯耀等33人擬具「行政院組織法修正草案」案","審查完竣"
"第６屆第２會期","94/11/17","交通、預算及決算兩委員會聯席會","審查交通部主管交通作業基金—國道公路建設管理基金分預算","繼續審查"
"第６屆第２會期","94/11/16","科技及資訊、預算及決算兩委員會聯席會","審查95年度中央政府總預算案附屬單位預算及綜計表（營業部分及非營業部分）第3組關於行政院國家科學委員會主管科學工業園區管理局作業基金部分","審查完竣"
"第６屆第２會期","94/11/16","內政及民族、預算及決算兩委員會聯席會","一、繼續審查95年度中央政府總預算案關於行政院大陸委員會主管收支部分。二、繼續審查95年度中央政府總預算案暨附屬單位預算及綜計表﹙非營業基金﹚關於行政院大陸委員會主管中華發展基金收支部分","均審查完竣"
"第６屆第２會期","94/11/16","司法委員會","邀請法務部部長率同最高法院檢察署檢察總長、臺灣高等法院檢察署檢察長、調查局局長；行政院金融監督管理委員會、臺灣證券交易所等業務主管就「股市弊案查察進度」提出報告，並備質詢","報告及詢答完畢"
"第６屆第２會期","94/11/16","財政、預算及決算兩委員會聯席會","審查95年度中央政府總預算案附屬單位預算及綜計表（非營業部分）第6組有關「一、行政院國家發展基金—開發基金分基金。二、中央政府債務基金」部分","審查完竣"
"第６屆第２會期","94/11/16","衛生環境及社會福利、預算及決算兩委員會聯席會","一、審查中華民國95年度中央政府總預算案非營業部分關於行政院勞工委員會主管就業安定基金、信託基金—勞工退休基金﹙新制﹚、信託基金—積欠工資墊償基金。二、繼續審查中華民國95年度中央政府總預算案關於行政院勞工委員會主管﹙勞工委員會、職業訓練局及所屬、勞工安全衛生研究所﹚收支部分","一、審查完竣；二、繼續審查"
"第６屆第２會期","94/11/16","預算及決算委員會","邀請經濟部部長報告「經濟部及所屬捐助之財團法人94年1至10月營運績效暨95年度資金運用計畫」，並備質詢","報告及詢答完畢"
"第６屆第２會期","94/11/16","教育及文化、預算及決算兩委員會聯席會","繼續審查95年度中央政府總預算案關於行政院文化建設委員會及所屬、行政院體育委員會單位預算","審查完竣"
"第６屆第２會期","94/11/16","經濟及能源、預算及決算兩委員會聯席會","繼續審查95年度中央政府總預算案附屬單位預算及綜計表（非營業部分）關於經濟部主管（經濟作業基金、經濟特別收入基金及核能發電後端營運基金）部分","繼續審查"
"第６屆第２會期","94/11/16","交通、預算及決算兩委員會聯席會","審查交通部主管交通作業基金—民航事業作業基金分預算案","審查完竣"
"第６屆第２會期","94/11/16","國防、預算及決算兩委員會聯席會","審查院會交付本委員會會同預算及決算委員會審查國家安全局函請准予動支94年度部分預算案","報告及詢答完畢；准予動支"
"第６屆第２會期","94/11/16","法制委員會","併案審查委員朱鳳芝等33人擬具「卸任總統副總統禮遇條例修正草案」、委員呂學樟等43人擬具「卸任總統副總統禮遇條例修正草案」、委員蔡正元等74人擬具「卸任總統副總統禮遇條例修正草案」及本院民進黨黨團擬具「卸任總統副總統禮遇條例第二條條文修正草案」案","審查完竣"
"第６屆第２會期","94/11/15","院會","對行政院院長施政報告，繼續質詢","繼續質詢"
"第６屆第２會期","94/11/14","內政及民族、預算及決算兩委員會聯席會","審查95年度中央政府總預算案關於省市地方政府（台灣省政府、台灣省諮議會、福建省政府）收支部分","審查完竣"
"第６屆第２會期","94/11/14","法制委員會","一、併案審查委員呂學樟等42人擬具「中華民國總統府組織法第十五條及第十六條條文修正草案」、委員蔡正元等43人擬具「中華民國總統府組織法第十五條條文修正草案」及委員黃偉哲等43人擬具「中華民國總統府組織法第三條條文修正草案」案；二、審查委員蔡正元等43人擬具「國家安全會議組織法第九條條文修正草案」案；三、審查本院國民黨黨團擬具「總統副總統職務交接條例草案」案","一、審查完竣；二、審查完竣；三、繼續審查"
"第６屆第２會期","94/11/14","教育及文化、預算及決算兩委員會聯席會","繼續審查95年度中央政府總預算案關於行政院新聞局單位預算及附屬單位預算（有線廣播電視事業發展基金）","審查完竣"
"第６屆第２會期","94/11/14","科技及資訊、預算及決算兩委員會聯席會","議審查95年度中央政府總預算案附屬單位預算及綜計表（營業部分及非營業部分）第3組關於行政院主管行政院國家科學技術發展基金部分。（進行處理）","審查完竣"
"第６屆第２會期","94/11/14","交通、預算及決算兩委員會聯席會","審查95年度中央政府總預算案附屬單位預算及綜計表〈非營業部分〉第9組關於高速鐵路相關建設基金分預算","繼續審查"
"第６屆第２會期","94/11/14","衛生環境及社會福利、預算及決算、內政及民族三委員會聯席會","審查中華民國95年度中央政府總預算案非營業部分關於內政部主管社會福利基金","審查完竣"
"第６屆第２會期","94/11/14","外交及僑務委員會","審查外交部函送修正「財團法人國際合作發展基金會辦理民間業者赴有邦交國家投資授信保證處理辦法第七條之一條文」案","審查完竣"
"第６屆第２會期","94/11/14","財政委員會","邀請行政院金融監督管理委員會龔主任委員照勝、行政院經濟建設委員會胡主任委員勝正各率同相關單位主管及十四家金融控股公司董事長、總經理就「二次金改政策與金控減半目標問題」列席報告，並備質詢","報告及詢答完畢"
"第６屆第２會期","94/11/14","司法委員會","邀請法務部部長率同最高法院檢察署檢察總長、臺灣高等法院檢察署檢察長、臺灣高等法院高雄分院檢察署檢察長、調查局局長；交通部業務主管就「高雄捷運及高鐵弊案檢調查察進度」提出報告，並備質詢","報告及詢答完畢"
"第６屆第２會期","94/11/14","經濟及能源、預算及決算兩委員會聯席會","審查95年度中央政府總預算案附屬單位預算及綜計表（非營業部分），關於經濟部主管（經濟作業基金、經濟特別收入基金及核能發電後端營運基金）部分","繼續審查"
"第６屆第２會期","94/11/14","預算及決算委員會","邀請經濟部部長及財政部部長報告「經濟部、財政部及所屬（含營業與非營業基金）轉投資事業（不含金融機構）94年1至9月營運績效暨94年度資金運用計畫」並備詢","報告及詢答完畢"
"第６屆第２會期","94/11/11","院會","對行政院院長施政報告，繼續質詢","繼續質詢"
"第６屆第２會期","94/11/10","法制委員會","審查行政院、考試院函請審議「獎章條例修正草案」案","審查完竣"
"第６屆第２會期","94/11/10","法制、內政及民族兩委員會聯席會","審查行政院函請審議「民選地方行政首長薪給退職撫卹條例草案」案","繼續審查"
"第６屆第２會期","94/11/10","教育及文化、預算及決算兩委員會聯席會","繼續審查95年度中央政府總預算案關於教育部及所屬單位預算","審查完竣"
